Sex	Income	Race	Age	Educ
1	13320	1	25	3
1	17200	1	34	2
1	14560	1	41	3
2	4000	1	25	3
1	27004	1	30	3
2	24000	1	53	4
2	20500	1	48	4
2	20000	1	26	4
1	86025	1	28	4
2	23400	1	41	3
1	26000	1	57	4
1	25000	1	42	2
2	15000	4	41	4
2	972	1	38	3
1	20183	1	42	3
2	13900	1	64	1
2	28750	1	51	4
1	58950	1	59	4
2	58000	1	43	4
2	26500	1	32	3
1	18088	1	56	5
2	31743	1	54	5
1	52000	1	60	3
2	70301	1	38	2
2	18000	1	39	1
2	17386	1	35	3
1	22002	1	39	3
2	17000	1	36	4
2	72971	1	53	5
1	114973	1	58	6
1	83883	1	54	6
2	55051	1	53	6
1	161532	1	55	5
1	15000	1	35	1
1	46500	1	32	4
2	31500	1	28	5
1	21577	1	49	3
1	20000	1	29	3
2	50000	1	52	5
1	40000	1	54	3
2	36600	1	44	3
1	24000	1	31	2
1	57844	1	43	6
2	106000	1	57	5
1	55800	1	46	4
1	80211	1	56	4
2	24211	1	51	5
1	96100	1	46	3
2	19100	1	49	5
1	40368	1	50	4
1	20000	1	38	5
2	50251	1	54	5
1	25050	1	56	3
2	27823	1	41	5
1	35323	1	53	5
2	3000	1	53	3
2	20280	1	34	4
1	82414	1	41	5
2	5414	1	41	5
1	56505	1	44	3
2	30005	1	39	3
1	58500	1	58	6
2	27000	1	50	4
1	21697	1	53	5
1	20075	1	27	3
2	27296	1	30	3
1	20000	1	26	3
2	55000	1	49	5
1	482588	1	52	5
1	44550	1	35	5
2	32050	1	36	5
2	24000	1	51	4
1	50000	1	49	5
1	37184	1	31	5
2	10050	1	28	3
1	40000	1	41	5
1	51453	1	59	3
2	45000	1	31	6
1	28000	1	29	5
1	125337	1	64	5
2	0	1	38	6
1	37500	1	42	5
2	38000	1	36	6
2	41506	1	39	3
1	27506	1	43	4
1	30700	1	28	5
1	12000	1	31	4
1	100017	1	60	4
2	1217	1	48	4
1	11520	1	39	3
2	29048	1	32	2
1	110562	1	47	4
2	5662	1	41	4
1	55075	1	44	5
1	57000	1	26	4
2	60000	1	42	5
1	-2500	1	42	4
2	36832	1	61	4
2	18200	2	46	3
1	50000	2	29	3
2	0	2	25	3
2	50000	1	51	5
1	60000	1	50	3
2	20000	1	45	3
2	24960	2	31	4
2	40193	1	26	6
1	103317	1	28	4
2	34122	1	63	3
2	25560	1	29	4
1	25000	2	39	3
2	25410	1	57	4
1	31538	1	58	4
2	42000	1	51	6
1	42000	1	49	6
1	50000	1	49	6
1	8000	1	28	4
1	13185	1	29	5
2	60000	1	54	4
1	72213	1	56	4
2	28704	1	27	4
1	41000	1	32	6
2	26000	1	29	5
1	40000	1	45	3
2	140025	4	38	6
1	173525	4	42	6
2	52923	1	40	4
1	52923	1	47	4
1	428243	1	39	6
2	37400	1	46	4
2	85500	1	46	6
1	125226	1	51	5
2	25000	1	27	3
1	35025	1	26	4
1	6944	1	52	2
1	42506	1	57	3
2	52772	1	57	3
1	19279	1	26	4
1	44014	1	28	3
2	41502	1	47	3
1	30202	1	47	3
1	30000	1	40	2
1	70000	1	57	3
2	70084	1	54	3
2	35002	1	28	5
2	60909	1	49	5
1	30008	1	57	5
1	22000	1	26	3
2	30016	2	48	4
1	35000	1	28	2
2	20000	1	28	3
2	0	1	35	3
1	21200	1	33	3
1	30000	1	51	3
1	55083	1	57	1
1	19100	1	57	4
2	55000	1	54	6
1	59000	2	61	4
2	10000	2	42	3
1	27000	2	49	4
2	30000	1	34	5
1	35000	1	35	3
1	40000	1	45	2
1	38100	1	31	5
2	29500	1	30	6
1	20006	1	59	1
2	22814	1	51	1
2	12000	1	43	3
1	25000	1	46	2
1	125317	1	33	3
2	6000	1	29	3
2	56029	1	52	3
1	37000	1	46	4
2	41000	1	40	5
1	126735	1	57	3
2	72735	1	55	3
1	45000	1	32	3
2	11040	1	31	4
2	40000	1	29	6
1	50000	1	30	5
2	18000	1	27	3
1	26500	1	30	3
1	23819	1	34	4
1	35000	1	36	4
1	60825	1	33	3
2	23751	1	29	4
1	67000	1	36	5
1	71000	1	40	5
2	31800	1	41	3
1	40050	1	33	5
2	3700	1	53	4
1	123054	1	53	5
2	31020	1	53	4
1	34700	1	46	3
1	132029	1	26	4
2	10000	1	31	4
1	92094	1	37	3
2	12000	1	34	4
1	26000	1	41	3
2	11000	1	41	5
2	4793	1	45	2
2	1620	1	28	1
2	20000	1	47	1
2	0	1	38	1
1	45020	1	55	3
2	17512	1	31	3
2	28700	1	43	4
1	25100	1	33	4
2	15000	1	37	3
1	31410	1	31	5
2	41010	1	31	5
1	10330	1	38	4
2	58060	1	31	4
1	5900	1	26	4
2	28000	1	31	3
1	30000	1	30	3
1	13500	1	25	3
1	43040	1	35	4
2	6024	1	35	4
1	22900	1	33	3
2	15000	1	30	3
1	46427	1	58	4
2	88426	1	56	4
2	46294	1	44	6
1	46375	1	45	4
2	15560	1	50	5
1	50000	1	37	4
2	27300	1	61	4
2	36918	1	45	4
2	55175	1	60	5
1	86349	1	34	5
2	7480	1	33	4
1	50000	1	29	4
2	18000	1	55	3
1	53008	1	59	4
1	18000	1	61	4
2	32000	1	62	4
2	32300	1	47	3
1	19600	1	60	4
2	10396	1	56	3
1	35000	1	50	4
2	10000	1	48	3
2	23238	1	58	4
2	15000	1	45	2
1	34000	1	41	3
1	40000	1	45	3
2	40000	1	47	5
1	55030	1	30	5
2	28030	1	25	4
1	95000	1	38	4
2	16048	1	38	5
1	75300	1	47	5
2	12973	1	56	3
1	33000	1	38	5
2	-9000	1	33	4
1	66500	1	30	1
2	82058	1	32	5
1	54438	1	57	4
1	93300	1	47	4
2	33000	1	51	4
1	419969	1	38	3
2	44900	1	39	3
1	15052	1	27	3
1	25000	1	25	3
1	150000	1	47	4
1	27000	1	29	5
1	15600	1	56	4
2	42000	1	43	3
2	79225	1	54	5
1	25000	1	57	3
2	21000	1	55	3
1	43344	1	53	3
2	60000	1	52	3
1	51791	1	39	4
2	34132	1	39	5
2	45533	1	36	4
1	36000	1	43	3
1	45000	2	28	6
2	55000	1	27	6
1	100030	1	34	5
2	40030	1	33	5
2	22598	1	44	4
1	25631	1	52	3
1	70140	1	48	4
1	45000	1	36	3
2	44600	1	37	3
1	49688	1	50	4
2	7000	1	40	3
2	91181	1	39	6
1	110181	1	45	4
1	461084	1	44	5
1	55015	1	25	5
1	39638	1	63	4
1	8100	1	25	2
1	23316	1	37	3
1	21000	1	40	3
1	52000	1	48	4
2	30016	1	55	4
1	30002	1	28	4
1	45750	1	30	5
2	51750	1	29	6
2	37000	1	42	4
1	86200	1	41	3
1	90050	1	37	4
2	1742	1	35	4
1	45015	1	39	3
2	7508	1	34	6
1	80600	1	35	4
1	101045	1	43	5
2	61045	1	46	5
1	36230	1	53	4
1	86032	1	35	5
2	67465	1	39	6
2	2	1	62	4
1	75337	1	62	6
2	92488	1	37	6
2	34500	1	27	5
1	69500	1	30	4
2	3902	1	50	2
1	55016	1	50	4
1	105262	1	43	5
2	55404	1	37	4
2	85000	1	61	4
1	36025	1	28	5
1	30060	1	49	4
1	48130	1	50	4
2	48084	1	50	6
1	50000	1	55	4
2	48729	1	44	5
1	56026	1	41	3
1	38700	1	43	4
2	96169	1	55	6
1	76837	1	59	6
1	145025	1	63	6
2	23169	1	59	5
2	95900	1	38	5
1	106615	1	43	5
2	75010	1	34	6
2	40000	1	41	3
2	40036	1	34	6
2	51615	1	36	5
1	51615	1	36	6
2	28704	1	63	3
2	25150	1	42	3
1	60450	1	44	3
2	60000	1	42	4
1	68876	1	36	4
2	91938	1	34	6
1	90500	1	36	4
2	50500	1	34	4
2	44139	1	42	6
1	30343	1	47	5
2	67550	1	33	5
1	85050	1	35	5
1	46729	1	40	4
2	57031	1	39	4
2	3454	1	44	6
1	127454	1	41	5
1	39081	1	37	5
2	40000	1	32	6
1	86837	1	53	5
2	36320	1	53	5
2	45496	1	33	4
1	33125	1	33	3
2	33122	1	30	5
1	17894	1	37	4
2	24750	1	50	5
1	101250	1	62	5
2	0	1	36	3
1	21711	1	51	3
2	16800	1	38	3
1	77800	1	40	3
2	28068	1	61	3
1	0	2	37	3
1	35000	1	26	2
2	30000	1	44	2
1	28400	1	38	3
1	45002	1	41	3
2	6002	1	37	3
1	18402	1	25	3
1	45000	2	29	3
2	18728	2	25	3
1	50000	1	27	5
1	40000	1	49	4
1	81100	1	46	5
1	36020	1	51	5
2	366022	1	59	3
1	30001	1	41	1
1	80042	1	52	5
2	41642	1	52	5
1	100169	1	57	3
2	24000	1	57	3
1	15600	1	26	1
2	28500	1	26	5
1	32000	1	29	4
1	50000	1	27	5
1	46170	2	53	3
1	38577	1	43	3
2	22000	1	45	3
2	33000	2	50	4
2	31005	1	61	4
1	23348	1	44	3
2	2438	1	43	4
1	17500	1	27	2
2	35000	2	53	4
2	12000	2	27	3
2	44999	1	43	4
2	41000	1	57	3
1	60000	1	36	3
2	45000	1	53	5
1	71000	1	36	3
2	28498	1	33	4
1	48000	1	31	4
2	42000	1	41	3
2	13000	1	33	2
2	17080	2	63	4
1	52913	1	30	5
2	11512	4	29	5
1	52037	1	48	5
2	44393	1	60	3
2	144040	1	29	6
1	26000	1	31	4
2	67283	1	42	4
1	45000	1	46	3
2	12000	1	52	4
2	11700	1	60	3
1	24792	2	47	3
1	30014	2	44	4
1	54000	1	40	4
2	27000	1	30	4
1	44000	1	32	5
2	18200	2	44	2
1	23000	1	28	3
2	24900	1	31	4
1	32000	1	31	4
1	10002	2	34	4
2	55050	1	35	5
1	15000	1	43	5
1	71800	1	57	4
2	6360	1	46	4
1	2816	2	50	3
2	18000	2	50	3
2	31125	1	64	3
1	81191	1	48	5
2	46340	1	46	5
2	20000	2	31	4
1	42510	1	57	4
2	20000	1	57	3
1	35610	1	26	5
1	65202	1	46	5
2	50032	1	44	3
1	71275	1	48	3
1	42515	1	28	5
2	35017	1	25	6
2	30107	1	34	6
1	65108	1	41	5
2	1300	2	32	3
1	4800	2	27	4
2	39000	2	47	3
1	29079	2	53	3
2	75090	1	31	6
1	36000	1	35	4
2	3401	1	32	4
2	25000	1	31	3
1	35000	1	36	2
2	68600	2	59	6
1	48000	2	31	5
2	42000	2	28	4
2	40000	1	31	4
2	5025	1	37	5
1	50025	1	39	4
2	0	2	35	3
2	7015	1	60	3
1	41640	1	60	3
1	38000	2	44	4
2	22000	1	33	3
2	130167	1	50	5
1	65000	1	54	4
1	77216	1	47	5
2	62438	1	44	5
2	0	2	40	2
1	21000	4	60	3
2	14500	4	58	1
1	23000	4	35	3
2	17000	4	32	2
2	48430	1	38	5
1	7820	1	25	5
1	14693	1	31	4
2	6000	2	36	3
1	60000	1	46	5
2	36722	1	46	3
2	27000	1	36	3
1	35000	1	44	3
2	0	1	34	4
1	57000	1	43	4
1	90000	1	34	6
2	55100	1	43	6
1	28000	1	30	5
2	39000	2	28	5
1	8000	1	31	2
1	99890	1	42	3
2	14000	1	42	3
1	60001	1	31	4
2	10001	1	26	3
1	45310	1	45	3
2	32058	1	44	4
1	74326	1	58	5
2	36798	1	56	3
2	72072	1	59	4
1	30337	1	52	3
2	118498	1	49	3
2	32501	1	31	5
1	70009	1	57	3
2	9405	1	29	4
1	80929	1	35	3
1	56001	1	50	3
2	10001	1	47	3
2	47000	1	40	3
1	38420	1	25	5
2	23000	1	60	4
2	25000	1	53	4
1	19240	1	61	3
2	21257	1	58	4
2	45002	1	52	3
1	27022	1	57	6
2	17300	1	59	4
2	4959	1	29	5
1	42200	1	31	6
1	27500	1	27	4
2	39680	1	25	3
2	4020	1	47	6
1	38100	1	50	6
2	13200	1	30	2
1	21120	1	35	2
1	36401	1	40	3
2	35084	1	40	2
1	39926	1	35	4
2	76500	1	53	6
1	42001	1	34	3
2	21001	1	34	3
1	22000	1	58	4
1	59006	1	33	3
2	31506	1	28	3
1	16640	1	26	2
2	25214	1	62	3
2	72904	1	49	5
1	52904	1	59	5
2	48000	1	60	5
2	28000	1	44	3
2	3702	1	46	3
1	70102	1	46	3
2	20000	1	35	5
1	35100	1	29	5
2	31000	1	29	5
2	21791	1	44	3
2	26000	1	39	4
2	35000	1	33	5
1	5000	1	35	3
2	30036	1	42	4
2	13000	1	29	3
2	25990	1	40	3
2	8640	1	29	4
1	20592	1	30	3
2	27000	1	27	4
1	40000	1	28	5
1	71000	1	29	3
2	0	1	26	3
1	30000	1	35	4
2	20000	1	31	3
2	45000	1	47	4
1	66000	1	54	3
2	55000	1	34	5
1	45000	1	40	4
2	44100	1	42	4
1	46000	1	58	6
1	37000	1	33	5
2	46000	1	41	4
1	30000	2	57	4
1	40002	1	27	4
1	80131	1	49	4
1	95000	1	51	5
1	71816	1	50	4
2	33600	1	45	3
1	40000	1	49	5
2	35000	1	50	5
2	45000	1	49	4
1	52000	1	49	4
1	82030	1	47	3
1	100125	1	51	5
2	30125	1	45	3
1	48150	1	41	4
2	50000	1	40	4
2	29100	1	53	3
1	47640	1	53	3
2	10040	1	37	2
1	25450	1	48	3
1	20000	1	45	3
2	62244	1	48	4
1	40000	1	38	5
2	21000	1	37	4
1	88030	1	26	5
2	42200	1	28	4
2	54460	1	56	4
2	9000	1	43	3
1	30000	1	50	3
2	29240	1	52	2
1	10000	1	39	3
2	38000	1	36	3
2	81346	1	46	4
1	25200	1	49	3
2	61498	1	46	3
2	56000	1	39	3
1	15000	1	39	2
1	90100	1	40	5
1	47000	1	37	3
1	66615	1	40	4
2	77423	1	37	5
1	50704	1	36	5
1	71432	1	31	4
1	45101	1	28	3
1	65000	1	55	2
2	47000	1	49	4
2	34081	1	43	3
1	47081	1	45	3
1	85250	1	41	5
2	80250	1	44	4
2	70200	1	43	3
1	74200	1	46	3
1	64000	4	47	5
2	7000	4	43	5
1	420469	1	31	4
2	24500	1	29	4
1	90016	1	45	4
2	62016	1	52	4
2	25010	1	29	4
1	140858	1	35	3
2	20840	1	33	3
2	47000	1	59	2
1	30506	1	63	1
1	80162	1	35	5
2	42162	1	36	4
2	3000	1	35	3
2	50000	1	57	4
1	42100	1	58	3
2	27850	1	51	3
2	11500	1	27	4
2	18850	1	40	4
2	17000	1	45	2
1	207860	1	59	5
1	95100	1	51	5
1	77374	1	41	5
2	30000	1	38	3
2	48100	1	42	3
1	81169	1	60	6
1	104713	1	52	5
2	20000	1	42	4
1	80000	1	43	5
2	78117	1	58	6
1	60587	1	55	3
2	14587	1	53	3
1	35000	1	25	3
2	125000	1	44	6
2	40000	1	56	3
1	46000	1	58	3
2	45000	1	32	5
1	55000	1	31	5
1	46000	1	45	3
2	50002	1	41	6
1	25000	1	55	3
2	35000	1	55	3
1	49556	1	61	6
1	45000	4	32	6
2	42000	4	25	5
1	45000	1	35	4
1	75000	1	37	5
1	26500	1	37	4
2	26500	1	34	4
2	49520	1	44	4
1	71800	1	57	6
1	45000	1	39	5
1	45002	1	49	3
2	50400	1	48	5
1	80200	1	39	5
2	87629	2	39	5
2	61442	2	57	4
1	17500	1	37	2
2	35808	1	41	3
1	100000	1	48	6
1	60000	1	44	4
1	43000	2	39	3
1	44500	1	45	3
2	28620	1	50	3
1	42529	1	25	4
2	10000	1	31	5
1	100000	1	36	6
1	100000	2	44	4
2	36901	2	43	4
2	29930	1	39	3
2	18452	1	36	3
1	58003	1	28	4
1	59006	1	29	3
2	10000	1	30	4
1	20000	1	28	4
1	20000	1	27	3
1	35000	1	29	4
1	27000	1	26	3
1	60000	1	36	2
2	27000	1	32	4
1	54000	1	46	5
1	50000	1	52	4
2	33000	1	63	4
1	30080	1	41	3
2	31002	1	40	3
2	62000	1	37	5
1	43005	1	38	3
2	46465	1	44	4
2	20050	1	30	5
1	65100	1	36	4
2	45000	1	29	6
1	52000	1	35	6
1	52000	1	39	6
2	38000	1	31	4
1	75540	1	47	3
2	22000	1	42	3
1	61000	1	51	5
2	66200	1	30	5
2	47666	1	40	4
2	32000	1	31	3
2	17000	1	26	3
1	44000	1	32	3
1	24000	1	32	4
2	50000	1	36	4
1	60000	1	34	5
2	502	1	30	3
2	50050	1	30	4
1	62950	1	34	4
1	30000	1	48	4
1	103044	1	53	4
1	85151	1	54	6
2	30151	1	54	3
2	0	1	28	4
1	99507	1	53	5
1	38755	1	45	3
2	34733	1	34	6
2	10000	1	33	4
1	38500	1	33	4
1	82905	1	31	4
2	13805	1	40	4
1	3000	2	35	4
2	37254	1	58	5
2	1400	1	40	4
1	61500	1	45	5
2	20000	1	27	3
1	28460	1	26	4
1	45669	1	50	4
2	24769	1	49	4
2	39000	1	45	4
2	23000	1	34	4
1	18000	1	33	4
2	55000	1	38	6
1	60000	1	37	6
1	25000	2	33	3
2	37000	2	52	3
1	110619	2	26	3
2	31200	1	49	6
1	79400	1	48	3
1	30000	2	34	4
2	35635	2	29	3
2	39908	1	31	4
1	27000	1	33	3
1	36680	1	38	4
2	48000	1	35	4
1	67029	1	55	3
2	71115	1	43	4
1	141115	1	45	5
2	16640	2	36	3
1	16640	2	47	3
1	20000	2	34	3
2	83029	2	39	4
2	46016	2	39	4
1	43000	2	47	3
2	14001	2	63	2
2	20000	2	33	3
1	27800	2	50	2
2	51000	1	51	4
1	57415	1	39	6
1	80362	1	47	5
2	25362	1	48	5
2	64883	1	52	6
1	100	2	36	6
1	1080	1	28	1
2	39210	2	43	5
1	55050	2	45	3
2	41000	1	54	3
1	51638	1	26	5
1	35480	1	61	5
2	0	1	61	3
1	112162	1	44	5
2	74162	1	38	6
2	55100	1	38	6
1	102600	1	37	6
1	49000	1	55	4
1	34699	2	48	3
2	16385	2	49	3
1	65000	2	45	4
2	35000	2	41	4
2	10000	1	38	5
1	79615	1	42	5
1	14000	1	41	4
1	14460	1	40	3
2	35000	1	52	4
2	90000	2	34	6
1	30002	2	36	5
2	18000	1	62	4
1	32000	1	62	4
1	48966	1	36	4
1	40000	4	46	6
1	15000	1	34	5
1	25000	2	42	3
2	37000	2	43	3
2	32067	1	60	4
1	40577	2	34	5
2	49669	2	56	5
1	46153	1	29	5
1	258787	1	41	5
2	97758	1	37	5
2	14000	1	50	6
1	112500	1	54	6
2	38500	1	42	5
1	62500	1	44	5
2	0	2	30	4
2	5000	2	30	4
1	45460	1	25	3
1	419969	4	31	6
2	120000	4	30	6
1	94038	1	36	6
1	20242	2	47	5
2	32000	1	40	3
2	45766	2	45	5
1	36622	1	55	3
1	110350	4	36	6
2	30350	4	36	6
1	112538	1	46	6
2	72537	1	46	4
1	112875	1	38	5
2	82875	1	31	6
1	35002	2	45	5
1	23002	4	27	5
1	30162	1	37	5
2	38164	1	29	6
1	47615	1	43	3
1	37230	1	61	5
1	15446	1	62	5
1	37025	1	45	3
1	69150	1	56	3
2	56150	1	53	3
1	62017	1	63	3
2	27017	1	59	3
2	35600	1	47	2
2	15000	1	28	4
2	48000	1	26	4
1	153954	4	49	6
2	111454	4	38	5
1	40000	1	34	5
2	100000	1	30	6
2	56151	1	38	3
1	80008	1	55	3
2	20000	2	46	3
2	35446	2	51	3
2	6000	2	30	2
1	16162	2	58	3
1	50173	1	28	6
1	7800	1	57	3
1	41100	1	33	4
1	45400	1	60	4
2	42400	1	55	3
1	10000	1	36	3
2	16000	1	48	4
1	104226	1	46	5
2	25000	1	40	3
1	29050	1	36	3
2	16000	1	42	3
2	15000	1	42	3
1	64846	1	43	5
2	36000	1	49	4
2	18000	1	31	4
1	38399	1	38	3
1	42000	1	25	4
2	41685	1	57	4
2	10000	1	49	1
2	27000	1	46	4
1	35800	1	47	4
2	48100	2	42	4
2	43300	1	54	4
2	31000	1	25	3
1	70000	4	43	5
2	4000	4	38	5
1	128607	1	61	5
2	75557	1	50	5
1	75557	1	54	3
2	152619	4	35	6
1	472688	4	40	6
2	18002	2	37	3
2	10000	2	30	3
2	29000	2	31	3
1	27000	4	55	3
2	3000	4	57	3
1	41242	2	46	4
2	38367	2	33	6
1	47100	1	59	3
1	38020	1	29	5
2	22020	1	28	4
2	18500	2	30	6
1	43000	2	29	5
1	67500	1	57	3
1	47500	1	38	4
1	27029	1	44	5
1	39100	1	32	4
1	160162	1	44	6
2	11951	1	43	5
2	44300	1	30	6
1	94000	1	31	6
1	116538	1	44	6
1	103619	1	47	2
2	26000	2	53	3
2	26122	2	40	2
2	20781	2	44	2
1	137149	1	36	4
1	36599	1	43	6
2	36600	1	57	5
2	29699	1	47	4
1	10699	1	53	4
1	5002	1	51	3
2	30181	1	48	3
1	28181	1	53	3
1	35997	1	53	3
1	437470	1	47	5
2	21000	1	47	3
1	186750	1	48	5
2	750	1	44	5
1	77795	1	54	5
1	50081	1	38	3
2	21968	1	32	4
1	17000	1	36	4
1	22880	1	59	3
2	0	1	58	4
1	47070	1	38	4
2	22000	1	38	4
1	120323	1	41	6
1	65600	1	32	3
2	33000	2	43	5
1	40000	2	30	3
2	16159	4	55	3
1	68798	1	42	4
1	18081	1	48	6
1	18081	1	47	6
2	21000	2	30	3
2	18656	2	36	4
2	48050	2	49	4
1	57000	1	45	3
2	31300	1	48	3
1	65202	1	52	5
1	9700	1	55	3
2	15000	1	51	6
2	37000	1	50	3
1	45500	1	48	3
1	27000	1	25	2
2	36200	2	33	4
1	25942	2	44	5
2	37152	1	42	4
2	41820	1	45	5
1	62000	1	61	3
1	39422	1	33	3
1	170353	1	48	5
2	100353	1	46	5
1	60094	1	41	5
2	80093	1	38	5
1	40000	1	38	5
2	76258	1	48	5
2	14000	2	27	5
2	32081	1	36	6
1	51615	1	38	6
2	66150	1	32	5
1	57150	1	33	5
1	25898	1	60	3
1	35000	1	28	3
2	11000	1	27	4
2	10000	2	56	4
1	70800	2	63	3
2	56484	1	38	4
1	45000	1	47	3
2	39535	1	44	4
2	317	2	50	3
1	35190	2	57	3
1	15212	2	26	4
2	32050	2	29	5
1	80010	1	31	5
2	45010	1	30	6
1	67000	1	35	5
2	27000	1	37	4
1	25000	2	62	4
2	70050	1	45	4
1	15000	2	39	3
1	20000	2	35	4
1	40000	2	61	3
2	250	2	35	2
1	75000	2	61	6
1	37380	2	53	4
1	33000	2	44	4
2	43000	2	36	5
1	60200	1	26	5
2	23742	1	29	4
1	34580	1	27	4
1	80362	1	35	4
2	15400	2	27	3
2	45058	2	42	5
1	60082	1	42	3
2	42089	2	34	5
2	20000	4	26	3
1	28162	1	35	5
2	67423	1	34	5
2	57022	2	52	5
1	186481	1	46	5
2	25481	1	40	3
1	70248	1	53	3
2	76120	1	41	3
1	12400	1	47	4
2	68058	1	62	4
1	50000	1	46	3
1	38508	1	26	4
2	35000	1	44	3
1	30000	1	47	3
1	28000	1	53	3
1	29000	1	38	6
2	30000	1	37	5
2	8000	1	34	3
1	43600	1	36	3
2	11005	1	26	4
1	53005	1	26	3
1	113912	1	43	3
1	74250	1	49	4
1	56162	1	44	4
2	49398	1	43	4
2	20000	2	56	4
2	25200	2	31	4
2	28196	2	44	4
1	40255	1	37	3
2	35005	1	31	6
1	16000	2	25	4
2	20923	1	35	6
1	103123	1	40	6
2	10400	1	50	4
1	62000	1	61	3
1	16083	2	25	4
2	27000	1	55	2
2	35000	2	49	3
2	16000	1	31	4
2	41006	2	26	5
2	65000	2	46	3
1	32230	1	61	6
1	23072	1	64	6
2	15000	4	36	4
2	12000	1	26	4
1	65010	1	28	5
1	40000	2	30	4
1	25000	2	26	4
2	84000	2	33	6
2	24782	2	53	2
2	31000	1	39	4
1	29016	1	37	4
1	30000	1	36	3
1	33840	1	60	3
2	45000	1	49	3
1	55865	2	55	4
2	12000	1	41	3
1	26000	1	45	2
2	36770	1	64	1
1	0	2	48	2
2	35361	1	57	3
2	22250	1	35	3
1	30228	2	27	3
1	38000	2	56	5
2	85059	2	61	5
2	24704	2	38	4
1	80000	2	59	3
1	121292	1	39	6
2	28162	1	36	6
1	162113	1	35	6
2	22000	2	52	4
2	28000	2	45	2
1	48017	2	59	3
2	34548	1	62	3
1	70000	1	64	2
2	50000	1	56	5
1	54922	1	32	3
2	10105	1	40	3
1	42000	1	58	3
1	75000	1	40	4
2	13230	1	43	3
1	35000	1	32	3
2	30000	1	32	3
2	25700	1	57	5
2	12628	1	45	2
2	0	2	38	2
2	24500	2	40	3
1	29120	2	51	2
1	38520	1	31	3
2	24838	1	34	3
1	31532	1	37	4
2	22636	1	36	3
1	39800	1	27	3
1	54000	1	49	3
2	45000	1	48	3
2	35100	1	26	5
2	59940	1	56	6
2	14000	1	27	3
2	5000	1	54	4
2	19500	1	54	3
2	31305	1	26	3
2	16000	1	35	4
2	5040	2	49	3
1	24200	2	59	3
1	1152	1	46	3
2	50032	1	45	4
1	38000	1	44	3
1	175072	1	28	4
2	63000	1	27	5
1	28000	1	41	3
2	78000	1	36	3
1	40000	1	35	4
2	30162	1	50	3
1	8694	1	62	3
2	97021	1	57	6
1	75003	1	59	5
1	65393	1	59	3
2	20337	1	60	3
1	75000	1	35	4
2	45000	1	48	4
2	46000	1	42	4
1	22000	1	31	3
2	25000	1	30	5
1	25000	1	32	5
2	106270	1	41	6
1	100269	1	52	5
2	30000	1	39	4
1	35000	1	34	4
1	55000	1	40	3
2	20000	1	35	3
1	40000	1	40	4
1	20000	1	38	4
2	20000	1	36	4
1	24560	1	32	5
1	25000	1	48	3
1	123100	1	56	6
2	27056	1	42	5
1	48266	1	44	5
2	39115	1	57	6
1	130010	1	49	5
2	50390	1	40	5
1	29000	1	48	2
1	57060	1	43	5
2	29841	1	44	4
1	40288	1	40	3
1	50865	1	34	3
1	189894	1	63	4
2	49600	1	29	4
2	17600	1	58	3
2	20000	1	40	4
2	25000	1	45	4
2	48250	1	28	5
2	20000	1	43	5
1	62690	1	54	3
1	50000	1	46	3
1	204717	1	57	6
1	75927	1	54	5
2	75927	1	44	5
1	60150	1	26	5
2	38650	1	28	4
1	80000	1	44	3
1	11124	1	60	2
1	25000	1	31	4
1	26000	1	39	1
1	160337	1	56	4
2	40337	1	51	4
2	6125	1	32	4
1	20000	1	39	4
2	14000	1	38	3
2	35536	1	49	4
1	87649	1	49	4
2	37045	1	47	4
1	36169	1	55	3
2	15169	1	46	3
1	70045	1	41	4
1	181000	1	47	6
2	30600	1	42	5
2	5181	1	38	4
1	54001	1	43	4
2	79459	1	37	6
1	35369	1	38	3
1	110067	1	51	5
2	10000	1	44	5
2	30000	1	48	4
1	35242	1	44	3
2	40150	1	50	3
2	45337	1	51	6
2	29000	1	25	6
1	15640	1	55	4
2	110592	1	63	3
1	108651	1	57	5
2	35600	1	30	3
2	3000	1	27	2
1	16339	1	52	4
2	6340	1	49	4
1	50086	1	50	4
2	15086	1	50	4
1	74000	1	48	4
2	69500	1	50	6
2	35108	1	43	5
1	44108	1	43	4
1	18010	1	42	3
2	20009	1	39	3
2	36000	1	25	5
2	56019	1	45	5
1	37812	1	46	4
2	25135	1	52	5
1	80537	1	52	4
1	46081	1	42	6
2	42081	1	37	5
1	58843	1	51	3
1	40010	1	32	2
2	31800	1	32	3
1	107619	1	32	5
2	31000	1	30	5
1	20000	1	28	4
1	35280	1	48	4
2	50033	1	39	4
1	57871	1	42	4
2	54867	1	58	3
2	12272	1	42	3
1	47048	1	43	3
1	25010	1	26	3
1	7150	1	54	5
2	83150	1	53	6
1	20020	1	51	3
2	36020	1	51	5
2	30800	1	27	5
2	29756	1	42	2
1	44000	1	45	3
2	21100	1	26	5
1	130100	1	28	4
2	25156	1	27	5
1	11992	1	25	4
1	500	1	25	4
2	22500	1	63	4
1	49175	1	41	3
2	27275	1	40	3
1	56000	1	27	3
1	29000	1	26	2
2	10000	1	28	2
2	601	1	40	4
1	40001	1	40	5
1	30065	1	37	4
2	20065	1	30	4
2	18000	1	62	4
1	40312	1	54	3
2	50312	1	53	6
2	23363	1	26	5
2	700	1	59	1
1	12089	1	42	3
2	39089	1	42	4
1	11000	1	60	4
2	0	1	61	4
2	17000	1	32	2
1	44000	1	47	3
