Row	Col	Hgt90	Hgt96	Diam96	Grow96	Hgt97	Diam97	Spread97	Needles97	Deer95	Deer97	Cover95	Fert	Spacing
33	20	16.0	368.0	5.4	91.0	455	7.70	226	63.0	0	0	3	1	10
33	21	17.0	319.0	4.4	100.0	403	6.50	145	75.0	0	0	3	1	10
33	21	22.0	259.0	3.6	52.0	318	5.30	157	65.0	0	0	0	1	10
33	22	*	*	*	*	*	*	*	*	*	*	0	1	10
33	23	24.0	294.0	3.6	91.0	374	5.60	192	53.0	0	0	2	1	10
33	24	13.0	343.0	5.6	90.0	408	8.20	203	66.0	0	0	2	1	10
33	25	17.0	310.0	4.8	84.0	406	6.60	174	68.0	0	0	2	1	10
33	26	*	*	*	*	*	*	*	*	*	*	0	1	10
33	27	16.2	226.0	2.5	67.0	285	4.00	47	84.0	0	0	3	1	10
34	1	*	*	*	*	*	*	*	*	*	*	0	1	10
34	2	19.0	401.0	6.2	100.0	459	8.70	190	81.0	1	0	0	1	10
34	3	21.0	449.0	6.6	104.0	496	8.90	255	84.0	0	0	3	1	10
34	4	*	115.0	0.6	40.0	153	1.40	90	75.0	0	1	1	1	10
34	5	20.0	369.0	5.4	93.0	423	7.50	170	77.0	0	1	3	1	10
34	6	21.0	384.0	5.8	97.0	447	7.60	195	92.0	0	0	3	1	10
34	7	24.0	415.0	5.9	103.0	436	8.10	200	77.0	0	1	2	1	10
34	8	21.0	177.0	1.8	55.0	228	2.80	100	70.0	0	0	2	1	10
34	9	20.0	230.0	3.1	66.0	286	4.30	122	61.0	0	0	3	1	10
34	10	19.0	326.0	4.8	97.0	387	6.90	157	69.0	0	0	3	1	10
34	11	18.0	160.0	1.3	43.0	206	2.20	115	62.0	0	0	3	1	10
34	12	20.0	227.0	4.2	73.0	318	4.30	130	81.0	0	0	3	1	10
34	13	20.0	178.0	1.7	39.0	200	2.80	132	76.0	0	0	3	1	10
34	14	22.0	262.0	3.8	76.0	301	5.40	182	101.0	0	0	2	0	10
34	15	22.0	339.0	5.7	86.0	418	7.30	191	73.0	1	1	0	0	10
34	16	19.0	290.0	3.5	104.0	370	4.80	193	70.0	0	0	0	0	10
34	17	18.0	292.0	4.9	80.0	336	6.50	160	80.0	0	0	2	0	10
34	18	18.0	287.0	3.6	84.0	362	5.30	150	71.0	0	0	2	0	10
34	19	17.0	370.0	5.6	93.0	446	7.60	185	73.0	0	0	2	0	10
34	20	25.0	317.0	6.1	38.0	371	7.90	195	84.0	0	0	0	0	10
34	21	20.0	465.0	6.1	115.0	550	8.00	210	94.0	0	0	1	0	10
34	22	20.0	366.0	5.5	109.0	452	7.30	160	76.0	1	0	2	0	10
34	23	18.0	328.0	4.6	96.0	403	7.20	180	73.0	0	0	0	0	10
34	24	20.0	359.0	5.4	96.0	440	7.40	200	79.0	0	0	1	0	10
34	25	17.0	273.0	3.0	77.0	358	4.50	113	71.0	0	0	3	0	10
34	26	14.0	382.0	6.8	70.0	454	7.60	260	103.0	0	0	2	0	10
34	27	15.0	357.0	5.4	96.0	420	7.50	230	87.0	1	0	1	0	10
35	1	30.0	337.0	5.2	87.0	429	6.80	245	51.0	0	0	0	1	10
35	2	30.0	350.0	6.1	85.0	399	8.10	233	80.0	0	0	0	1	10
35	3	15.0	211.0	2.5	51.0	263	3.60	131	65.0	0	0	2	1	10
35	4	*	*	*	*	*	*	*	*	*	*	0	1	10
35	5	21.0	290.0	4.0	68.0	367	5.70	137	60.0	0	0	3	1	10
35	6	22.0	320.0	4.4	47.0	366	5.70	169	53.0	0	1	3	1	10
35	7	*	*	*	*	*	*	*	*	*	*	2	1	10
35	8	*	*	*	*	*	*	*	*	*	*	2	1	10
35	9	*	*	*	*	*	*	*	*	*	*	0	1	10
35	10	22.0	192.0	2.1	47.0	242	3.10	143	67.0	0	0	3	1	10
35	11	14.0	176.0	1.6	56.0	200	2.60	128	70.0	0	0	2	1	10
35	12	17.0	242.0	2.8	58.0	300	4.30	147	75.0	0	0	2	1	10
35	13	11.0	328.0	6.2	78.0	389	8.50	234	57.0	0	0	2	1	10
35	14	19.0	213.0	2.1	68.0	281	3.50	138	60.0	0	0	2	0	10
35	15	20.0	308.0	4.3	93.0	373	6.60	225	70.0	0	0	0	0	10
35	16	17.0	328.0	5.1	80.0	399	7.70	280	64.0	0	0	1	0	10
35	17	18.0	292.0	4.8	78.0	340	6.50	183	67.0	0	0	0	0	10
35	18	13.0	180.0	1.6	41.0	222	2.50	100	35.0	0	0	3	0	10
35	19	22.0	325.0	6.0	90.0	394	8.00	242	80.0	0	0	1	0	10
35	20	19.0	316.0	4.3	81.0	366	5.90	184	60.0	0	1	3	0	10
35	21	14.0	384.0	5.8	95.0	462	7.40	226	65.0	0	0	2	0	10
35	22	14.0	365.0	6.3	86.0	417	8.60	250	65.0	0	0	2	0	10
35	23	16.0	297.0	4.2	91.0	354	6.10	184	60.0	0	0	0	0	10
35	24	11.0	236.0	2.8	73.0	312	4.60	152	55.0	0	0	0	0	10
35	25	21.0	313.0	6.5	90.0	404	7.00	202	55.0	0	1	1	0	10
35	26	16.0	243.0	3.0	83.0	282	5.90	211	60.0	0	0	0	0	10
35	27	15.0	165.0	1.6	46.0	228	2.80	161	75.0	0	0	1	0	10
36	1	27.0	309.0	5.1	84.0	385	6.50	218	100.0	0	0	0	1	10
36	2	17.0	268.0	3.8	61.0	331	5.10	140	95.0	1	1	0	1	10
36	3	16.0	361.0	5.4	92.0	455	7.80	227	81.0	0	0	0	1	10
36	4	*	*	*	*	*	*	*	*	*	*	0	1	10
36	5	23.0	340.0	4.9	90.0	439	6.90	165	78.0	0	0	1	1	10
36	6	26.0	225.0	2.5	80.0	320	6.00	177	89.0	0	0	1	1	10
36	7	24.0	157.0	1.7	38.0	230	3.30	100	92.0	0	0	1	1	10
36	8	*	*	*	*	*	*	*	*	*	*	0	1	10
36	9	29.0	292.0	3.8	64.0	345	6.50	165	98.0	0	0	1	1	10
36	10	*	*	*	*	*	*	*	*	*	*	0	1	10
36	11	20.0	332.0	4.4	83.0	377	5.90	156	62.0	0	0	1	1	10
36	12	25.0	256.0	3.3	72.0	325	6.30	180	65.0	0	0	1	1	10
36	13	20.0	266.0	3.6	74.0	339	6.70	168	80.0	0	0	1	1	10
36	14	30.0	298.0	4.1	84.0	393	6.00	215	63.0	0	0	0	0	10
36	15	23.0	282.0	4.3	78.0	355	6.00	174	77.0	0	0	1	0	10
36	16	23.0	308.0	3.9	90.0	358	6.70	181	90.0	0	0	1	0	10
36	17	20.0	315.0	5.9	72.0	347	7.70	245	65.0	0	0	1	0	10
36	18	23.0	322.0	5.2	100.0	415	6.97	163	85.0	0	0	1	0	10
36	19	16.0	117.0	0.8	17.0	144	1.50	84	90.0	0	0	1	0	10
36	20	20.0	422.0	6.2	100.0	509	8.40	269	85.0	0	0	1	0	10
36	21	20.0	301.0	5.3	70.0	360	7.30	204	79.0	0	0	1	0	10
36	22	*	*	*	*	*	*	*	*	*	*	0	0	10
36	23	10.0	316.0	4.8	95.0	415	8.30	189	89.0	1	0	1	0	10
36	24	22.0	333.0	5.6	92.0	431	8.90	232	85.0	0	0	1	0	10
36	25	24.0	352.0	5.2	86.0	440	7.80	200	78.0	1	0	1	0	10
36	26	24.0	293.0	3.2	92.0	354	5.30	141	75.0	1	0	1	0	10
36	27	21.0	285.0	4.1	89.0	369	6.10	165	85.0	1	0	1	0	10
37	1	*	*	*	*	*	*	*	*	*	*	0	1	10
37	2	23.0	*	4.5	54.5	125	5.70	168	81.0	0	0	2	1	10
37	3	*	306.0	4.2	108.0	405	6.50	215	85.0	1	0	3	1	10
37	4	*	*	*	*	*	*	*	*	*	*	3	1	10
37	5	22.0	244.0	2.9	87.0	306	4.50	161	62.0	1	0	1	1	10
37	6	26.0	231.0	3.1	58.0	277	4.80	161	93.0	0	0	3	1	10
37	7	14.0	291.0	3.8	64.0	342	5.10	152	73.0	0	0	3	1	10
37	8	26.0	343.0	4.7	88.0	421	6.50	203	62.0	1	0	3	1	10
37	9	27.0	204.0	2.5	41.0	275	4.10	122	102.0	0	0	3	1	10
37	10	21.0	274.0	3.2	76.0	308	4.50	149	59.0	0	0	3	1	10
37	11	18.0	182.0	3.1	16.0	240	4.30	162	63.0	0	0	3	1	10
37	12	23.0	225.0	2.7	70.0	268	3.50	134	81.0	0	0	3	1	10
37	13	7.0	322.0	5.1	85.0	406	7.40	203	70.0	1	0	1	1	10
37	14	24.0	314.0	5.1	80.0	378	8.50	243	72.0	0	0	0	0	10
37	15	13.5	314.0	5.1	80.0	399	7.30	260	61.0	0	0	3	0	10
37	16	7.0	310.0	4.7	81.0	365	5.60	200	75.0	0	0	3	0	10
37	17	6.0	304.0	4.4	82.0	360	6.10	200	65.0	0	0	3	0	10
37	18	11.0	274.0	3.5	83.0	322	5.20	184	62.0	0	0	3	0	10
37	19	22.0	293.0	3.6	79.0	366	5.30	160	82.0	0	0	3	0	10
37	20	17.0	198.0	1.8	58.0	254	2.80	118	61.0	0	0	3	0	10
37	21	22.5	401.0	6.5	100.0	511	8.90	335	62.0	1	0	2	0	10
37	22	12.0	348.0	5.7	73.0	414	7.90	200	75.0	0	0	3	0	10
37	23	18.0	312.0	5.2	78.0	373	7.10	192	65.0	1	0	1	0	10
37	24	8.0	348.0	5.8	92.0	429	7.70	270	67.0	0	0	3	0	10
37	25	13.0	344.0	4.7	91.3	442	6.70	236	69.0	0	0	2	0	10
37	26	19.0	353.5	4.8	92.5	442	6.80	220	55.0	1	0	3	0	10
37	27	17.5	230.1	2.8	69.1	304	4.10	183	64.0	1	0	1	0	10
38	1	21.0	246.0	2.4	77.0	325	5.10	168	77.0	1	0	1	1	10
38	2	10.0	217.0	1.9	55.0	249	3.40	179	97.0	0	0	3	1	10
38	3	17.0	120.0	*	9.0	160	2.60	85	68.0	0	0	3	1	10
38	4	*	*	*	*	*	*	*	*	*	*	0	1	10
38	5	19.0	118.0	0.6	16.0	138	1.00	78	64.0	0	0	3	1	10
38	6	16.0	331.0	3.8	87.0	421	5.80	180	55.0	0	0	2	1	10
38	7	16.0	249.0	3.4	48.0	325	5.60	161	73.0	0	0	3	1	10
38	8	18.0	225.0	2.5	72.0	301	4.10	187	76.0	1	0	0	1	10
38	9	24.0	307.0	3.1	72.0	357	5.10	140	72.0	0	1	3	1	10
38	10	19.0	352.0	4.6	91.0	426	6.60	213	76.0	0	0	3	1	10
38	11	17.0	387.0	5.3	82.0	471	7.50	197	90.0	0	0	2	1	10
38	12	11.0	289.0	4.2	92.0	353	6.20	168	63.0	0	0	0	1	10
38	13	17.0	301.0	3.5	86.0	348	5.50	203	69.0	0	0	2	1	10
38	14	23.0	288.0	3.6	91.0	397	5.40	208	74.0	0	0	2	0	10
38	15	11.0	273.0	3.1	62.0	307	5.00	137	65.0	0	0	3	0	10
38	16	22.0	279.0	3.6	81.0	350	5.40	155	53.0	0	0	2	0	10
38	17	16.0	305.0	4.7	78.0	397	6.90	162	58.0	0	0	2	0	10
38	18	20.0	242.0	4.2	77.0	322	6.10	158	51.0	0	0	2	0	10
38	19	19.0	326.0	4.8	80.0	413	6.70	212	62.0	0	0	3	0	10
38	20	20.0	294.0	3.9	90.0	384	7.20	230	56.0	1	0	1	0	10
38	21	13.0	384.0	5.8	88.0	469	8.70	315	68.0	0	0	3	0	10
38	22	11.5	306.0	4.0	80.0	392	7.50	188	61.0	0	0	3	0	10
38	23	15.0	281.0	3.7	92.0	371	5.60	168	47.0	1	0	1	0	10
38	24	15.0	355.5	6.3	94.5	423	8.40	246	81.0	0	0	0	0	10
38	25	16.0	349.0	5.1	97.0	394	7.10	220	66.0	0	0	0	0	10
38	26	14.0	333.0	5.3	94.0	435	6.60	180	70.0	0	1	2	0	10
38	27	*	*	*	*	*	*	*	*	*	*	0	0	10
39	1	*	*	*	*	*	*	*	*	*	*	0	1	10
39	2	29.0	220.0	2.2	86.0	276	3.80	90	59.0	0	0	0	1	10
39	3	18.0	293.0	3.8	64.0	352	5.40	135	95.0	0	0	3	1	10
39	4	27.0	361.0	5.7	99.0	408	7.50	159	82.0	0	0	0	1	10
39	5	24.0	315.0	4.0	94.0	396	6.30	155	52.0	0	0	2	1	10
39	6	8.0	159.0	1.6	57.0	221	2.80	89	74.0	0	0	0	1	10
39	7	21.0	285.0	6.0	62.0	338	7.20	181	54.0	0	0	1	1	10
39	8	19.0	277.0	3.6	84.0	349	5.40	137	78.0	0	0	2	1	10
39	9	19.0	240.0	3.1	68.0	284	4.90	141	80.0	0	0	3	1	10
39	10	23.0	135.0	1.3	31.0	163	2.30	92	81.0	0	0	3	1	10
39	11	21.0	351.0	5.3	97.0	401	6.90	209	74.0	0	0	1	1	10
39	12	*	*	*	*	*	*	*	*	*	*	0	1	10
39	13	31.0	277.0	3.4	85.0	346	5.40	142	67.0	0	0	0	1	10
39	14	13.0	288.0	3.8	87.0	333	6.10	183	48.0	0	0	2	0	10
39	15	15.0	346.0	5.5	97.0	407	7.90	205	71.0	0	0	2	0	10
39	16	14.0	362.0	6.3	78.0	478	8.70	172	55.0	0	0	1	0	10
39	17	*	244.0	2.6	81.0	296	5.40	150	50.0	0	0	1	0	10
39	18	*	332.0	4.4	101.0	434	7.50	162	59.0	0	0	1	0	10
39	19	14.0	407.0	6.5	102.0	474	8.80	216	52.0	0	1	1	0	10
39	20	18.0	336.0	5.1	94.0	427	7.00	205	52.0	0	0	1	0	10
39	21	19.0	318.0	5.7	91.0	397	7.90	202	60.0	0	0	1	0	10
39	22	21.0	470.0	8.1	89.0	544	9.00	280	90.0	0	0	1	0	10
39	23	23.0	363.0	5.6	90.0	418	7.50	174	61.0	0	0	1	0	10
39	24	20.0	297.0	4.4	88.0	371	6.80	162	68.0	0	0	2	0	10
39	25	21.0	312.0	3.7	94.0	374	7.00	163	71.0	0	0	2	0	10
39	26	15.0	310.0	5.5	91.0	398	7.40	98	56.0	0	0	2	0	10
39	27	29.0	254.0	2.9	88.0	321	4.90	142	53.0	0	0	1	0	10
40	1	18.0	314.0	2.6	65.0	364	6.70	173	64.0	1	1	3	1	10
40	2	25.0	263.0	3.1	81.0	320	5.00	167	55.0	0	0	3	1	10
40	3	20.0	367.0	5.8	100.0	462	7.90	273	64.0	0	0	2	1	10
40	4	27.0	*	6.1	*	433	8.10	280	65.0	0	0	2	1	10
40	5	20.0	269.0	3.5	71.0	309	5.00	169	85.0	0	0	3	1	10
40	6	20.0	354.0	5.6	94.0	425	7.30	241	50.0	0	0	1	1	10
40	7	22.0	133.0	1.3	21.0	143	1.50	115	*	0	0	3	1	10
40	8	16.0	303.0	5.1	96.0	386	7.10	218	86.0	0	1	2	1	10
40	9	24.0	373.0	4.9	101.0	450	7.00	236	74.0	0	0	1	1	10
40	10	14.0	336.0	2.8	94.0	419	7.90	230	93.0	0	0	2	1	10
40	11	17.0	277.0	3.6	99.0	355	5.40	169	51.0	0	0	1	1	10
40	12	22.0	359.0	6.0	99.0	447	7.90	246	82.0	0	0	3	1	10
40	13	20.0	329.0	5.2	98.0	427	7.40	208	70.0	0	0	2	1	10
40	14	23.0	292.0	4.4	65.0	379	5.50	138	37.0	0	0	3	0	10
40	15	11.0	308.0	4.6	70.0	371	6.90	184	73.0	0	0	3	0	10
40	16	19.0	318.0	4.3	97.0	408	7.00	230	60.0	0	0	3	0	10
40	17	16.0	307.0	4.8	90.0	384	6.50	191	63.0	1	0	3	0	10
40	18	*	*	*	*	*	*	*	*	*	*	0	0	10
40	19	12.0	394.0	5.7	104.0	486	7.50	208	55.0	0	0	2	0	10
40	20	10.0	239.0	2.7	80.0	316	5.10	134	60.0	0	0	2	0	10
40	21	25.0	389.0	6.7	110.0	459	8.20	270	66.0	0	0	2	0	10
40	22	18.0	408.0	6.3	105.0	510	7.90	292	61.0	0	1	1	0	10
40	23	21.0	335.0	5.1	100.0	413	7.90	183	51.0	0	0	2	0	10
40	24	18.0	304.0	5.1	86.0	382	6.40	192	61.0	0	0	1	0	10
40	25	18.0	365.0	6.5	90.0	432	8.40	226	58.0	0	0	2	0	10
40	26	21.0	351.0	5.1	95.0	431	7.70	183	52.0	0	0	1	0	10
40	27	20.0	302.0	4.6	80.0	386	6.40	163	65.0	1	0	1	0	10
41	1	28.0	307.0	5.1	24.0	382	7.10	218	81.0	0	1	0	1	10
41	2	*	*	*	*	*	*	*	*	*	*	0	1	10
41	3	20.0	226.0	3.5	63.0	310	5.10	147	79.0	0	0	0	1	10
41	4	28.0	382.0	6.0	90.0	416	7.30	220	45.0	1	0	0	1	10
41	5	*	354.0	5.3	90.0	458	8.10	240	68.0	0	0	1	1	10
41	6	24.0	276.0	5.4	84.0	364	6.70	169	99.0	0	0	3	1	10
41	7	27.0	347.0	5.3	81.0	428	7.80	192	90.0	0	0	3	1	10
41	8	20.0	254.0	3.3	58.0	339	5.40	142	95.0	0	0	3	1	10
41	9	22.0	346.0	5.8	86.0	438	7.90	262	91.0	0	1	2	1	10
41	10	*	293.0	4.8	85.0	378	5.50	172	94.0	0	0	2	1	10
41	11	24.0	242.0	2.8	56.0	315	4.40	129	90.0	0	0	3	1	10
41	12	26.0	342.0	5.0	85.0	457	7.10	210	75.0	0	0	3	1	10
41	13	18.0	286.0	3.3	83.0	364	5.00	157	85.0	0	0	3	1	10
41	14	30.0	378.0	5.3	89.0	419	7.20	220	77.0	0	0	1	0	10
41	15	19.0	305.0	5.2	90.0	401	6.90	183	59.0	0	0	2	0	10
41	16	20.0	284.0	3.6	74.0	379	5.10	202	70.0	0	0	3	0	10
41	17	16.0	360.0	4.9	94.0	411	6.60	209	81.0	0	0	3	0	10
41	18	14.0	372.0	5.7	92.0	420	7.60	194	80.0	0	1	2	0	10
41	19	28.0	331.0	5.5	93.0	405	7.60	229	85.0	0	0	2	0	10
41	20	*	*	*	*	*	*	*	*	*	*	0	0	10
41	21	35.0	491.0	7.3	98.0	558	10.00	290	85.0	0	0	2	0	10
41	22	15.0	280.0	3.6	90.0	371	5.30	181	75.0	0	1	3	0	10
41	23	19.0	316.0	4.1	100.0	375	5.90	191	78.0	0	1	3	0	10
41	24	28.0	346.0	5.4	80.0	407	7.40	272	74.0	0	1	1	0	10
41	25	34.0	389.0	5.6	112.0	418	8.10	264	73.0	0	1	1	0	10
41	26	23.0	244.0	2.8	84.0	320	4.50	165	59.0	1	0	0	0	10
41	27	20.0	246.0	3.1	80.0	319	4.50	188	65.0	1	0	1	0	10
42	1	21.0	145.0	*	45.0	*	*	*	*	0	*	2	1	10
42	2	15.0	288.0	4.1	91.0	327	6.00	182	87.0	1	0	1	1	10
42	3	34.0	338.0	4.2	103.0	408	6.20	222	95.0	0	1	3	1	10
42	4	11.0	296.0	3.5	91.0	362	5.50	177	81.0	0	0	2	1	10
42	5	20.0	339.0	5.1	83.0	425	7.10	227	61.0	0	0	1	1	10
42	6	25.0	151.0	1.3	28.0	219	4.20	155	80.0	0	0	3	1	10
42	7	22.0	328.0	4.3	63.0	405	6.70	199	57.0	1	0	1	1	10
42	8	24.0	229.0	3.1	55.0	310	4.80	150	84.0	0	0	3	1	10
42	9	15.0	406.0	6.0	95.0	482	8.40	300	74.0	1	0	2	1	10
42	10	20.0	310.0	5.7	78.0	409	6.50	204	70.0	0	0	1	1	10
42	11	*	*	*	*	*	*	*	*	*	*	0	1	10
42	12	*	*	*	*	*	*	*	*	*	*	0	1	10
42	13	16.0	227.0	2.1	77.0	294	3.50	121	68.0	0	0	2	1	10
42	14	19.0	279.0	3.6	92.0	356	5.70	158	77.0	1	0	0	0	10
42	15	*	239.0	2.3	77.0	319	3.80	172	66.0	0	0	1	0	10
42	16	25.0	472.0	6.4	112.0	551	8.80	339	90.0	0	0	2	0	10
42	17	15.0	334.0	6.7	97.0	407	5.10	230	64.0	0	1	2	0	10
42	18	20.0	384.0	6.5	84.0	473	8.20	280	91.0	0	0	1	0	10
42	19	19.0	301.0	4.8	88.0	381	5.50	194	82.0	1	0	1	0	10
42	20	9.0	217.0	2.4	68.0	312	4.10	162	62.0	0	0	1	0	10
42	21	13.0	288.0	4.4	75.0	360	6.90	178	82.0	0	0	2	0	10
42	22	9.0	358.0	5.2	103.0	463	6.90	211	85.0	0	0	3	0	10
42	23	12.0	343.0	5.6	94.0	437	7.80	224	80.0	1	0	2	0	10
42	24	24.0	382.0	6.9	102.0	482	8.00	244	90.0	0	0	1	0	10
42	25	10.0	355.0	6.1	85.0	401	7.90	215	79.0	1	0	1	0	10
42	26	19.0	263.0	3.5	71.0	345	5.10	160	75.0	0	0	2	0	10
42	27	11.0	316.0	5.2	74.0	399	7.20	185	76.0	1	0	2	0	10
43	1	17.0	200.0	2.8	37.0	235	4.10	135	61.0	1	1	0	1	10
43	2	30.0	265.0	3.5	73.0	330	5.30	177	70.0	1	0	1	1	10
43	3	17.0	280.0	3.2	78.0	335	4.70	169	76.0	0	0	3	1	10
43	4	30.0	343.0	4.9	80.0	393	7.20	226	78.0	0	0	3	1	10
43	5	20.0	262.0	3.5	59.0	332	5.70	147	79.0	0	1	3	1	10
43	6	22.0	322.0	4.6	87.0	387	6.50	186	68.0	1	0	1	1	10
43	7	27.0	251.0	3.4	57.0	310	5.00	162	67.0	0	0	3	1	10
43	8	17.0	185.0	2.3	60.0	242	3.10	148	67.0	0	0	3	1	10
43	9	*	*	*	*	*	*	*	*	*	*	0	1	10
43	10	20.0	277.0	3.3	85.0	347	5.20	160	68.0	0	0	2	1	10
43	11	13.0	127.0	0.8	40.0	181	1.70	86	83.0	0	0	3	1	10
43	12	12.0	384.0	5.4	100.0	478	7.70	246	71.0	0	0	3	1	10
43	13	*	*	*	*	*	*	*	*	*	*	0	1	10
43	14	15.0	387.0	5.6	110.0	502	8.30	260	83.0	0	0	2	0	10
43	15	20.0	294.0	3.9	80.0	387	5.80	205	58.0	0	0	2	0	10
43	16	16.0	327.0	4.0	102.0	417	6.00	224	73.0	0	0	2	0	10
43	17	18.0	321.0	4.8	85.0	393	6.60	195	72.0	0	0	2	0	10
43	18	17.0	410.0	6.8	110.0	507	10.70	253	83.0	0	0	2	0	10
43	19	*	*	*	*	*	*	*	*	*	*	0	0	10
43	20	10.0	381.0	5.5	100.0	453	7.70	270	85.0	1	1	2	0	10
43	21	19.0	319.0	4.1	98.0	403	6.00	208	76.0	1	0	1	0	10
43	22	20.0	341.0	5.3	84.0	427	7.80	213	75.0	1	0	1	0	10
43	23	19.0	292.0	4.2	95.0	383	6.00	201	66.0	0	1	2	0	10
43	24	11.0	338.0	5.0	85.0	417	6.70	178	56.0	0	0	3	0	10
43	25	20.0	327.0	5.2	89.0	408	7.80	178	69.0	1	0	1	0	10
43	26	12.5	203.0	2.0	73.0	266	3.00	65	83.0	0	0	1	0	10
43	27	22.0	295.0	4.1	83.0	353	5.80	208	84.0	1	1	3	0	10
44	1	19.0	192.0	1.6	76.0	246	2.80	188	64.0	1	1	0	1	10
44	2	21.0	329.0	4.4	89.0	394	7.30	185	67.0	1	1	2	1	10
44	3	27.0	416.0	5.4	93.0	496	7.10	194	62.0	0	1	3	1	10
44	4	10.0	435.0	6.4	86.0	515	8.00	252	74.0	0	1	2	1	10
44	5	21.0	279.0	4.1	74.0	361	5.80	158	68.0	0	1	2	1	10
44	6	12.0	366.0	5.2	106.0	461	7.60	224	69.0	0	1	2	1	10
44	7	31.0	355.0	5.1	88.0	439	6.80	219	74.0	1	1	0	1	10
44	8	25.0	299.0	4.3	74.0	389	5.60	161	55.0	1	1	3	1	10
44	9	20.0	106.0	0.7	46.0	160	1.80	113	75.0	0	0	3	1	10
44	10	20.0	350.0	5.5	87.0	416	7.80	248	80.0	1	0	2	1	10
44	11	*	*	*	*	*	*	*	*	*	*	3	1	10
44	12	32.0	304.0	4.5	77.0	381	6.30	190	55.0	1	0	3	1	10
44	13	32.0	236.0	3.4	51.0	275	4.70	110	64.0	1	0	2	1	10
44	14	26.0	253.0	3.1	70.0	325	3.70	147	80.0	0	1	2	0	10
44	15	25.0	371.0	5.3	96.0	468	7.50	227	66.0	1	1	1	0	10
44	16	24.0	329.0	5.6	84.0	433	8.20	252	82.0	1	0	2	0	10
44	17	16.0	312.0	4.5	81.0	402	6.30	198	72.0	0	0	1	0	10
44	18	16.0	204.0	1.7	64.0	282	3.10	135	73.0	0	1	2	0	10
44	19	25.0	322.0	3.6	96.0	422	6.50	178	52.0	0	0	1	0	10
44	20	22.0	281.0	5.6	34.0	324	7.30	228	63.0	1	1	0	0	10
44	21	19.0	289.0	4.7	74.0	334	6.20	226	66.0	0	1	3	0	10
44	22	21.0	213.0	2.3	71.0	287	3.70	116	65.0	0	1	0	0	10
44	23	17.0	346.0	4.6	100.0	448	6.40	229	85.0	1	1	1	0	10
44	24	20.0	315.0	4.3	81.0	388	7.00	206	63.0	1	1	1	0	10
44	25	11.0	319.0	4.2	91.0	381	7.20	241	63.0	1	1	0	0	10
44	26	19.0	231.0	2.4	76.0	263	4.90	127	63.0	1	1	0	0	10
44	27	*	*	*	*	*	*	*	*	*	*	0	0	10
